,Date,ID,Tag,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2264,2004-06-13 02:00:00,multisensor1,ItalianCity,"0,6",880,-200,"3,4",677,24,1109,36,1500,554,"26,2","43,6","1,4599"
2265,2004-06-13 03:00:00,multisensor1,ItalianCity,"0,6",906,-200,"4,1",719,-200,1050,-200,1561,612,"24,3","48,2","1,4476"
2266,2004-06-13 04:00:00,multisensor1,ItalianCity,"0,5",879,-200,"3,1",658,25,1121,39,1511,564,"24,4","48,3","1,4499"
2267,2004-06-13 05:00:00,multisensor1,ItalianCity,"0,4",842,-200,"2,2",597,21,1237,33,1444,512,"23,3","51,0","1,4346"
2268,2004-06-13 06:00:00,multisensor1,ItalianCity,"0,4",797,-200,"1,5",543,25,1466,37,1347,410,"21,6","48,1","1,2259"
2269,2004-06-13 07:00:00,multisensor1,ItalianCity,"0,4",796,-200,"1,3",526,25,1534,36,1322,392,"21,4","47,8","1,2005"
2270,2004-06-13 08:00:00,multisensor1,ItalianCity,"0,4",767,-200,"1,2",520,30,1526,42,1287,377,"20,5","46,8","1,1152"
2271,2004-06-13 09:00:00,multisensor1,ItalianCity,"0,5",784,-200,"1,7",562,42,1460,52,1286,389,"20,8","40,7","0,9882"
2272,2004-06-13 10:00:00,multisensor1,ItalianCity,"0,6",811,-200,"2,5",622,52,1315,60,1307,432,"22,3","35,3","0,9371"
2273,2004-06-13 11:00:00,multisensor1,ItalianCity,"0,7",838,-200,"2,5",620,62,1292,74,1325,502,"21,7","38,3","0,9842"
2274,2004-06-13 12:00:00,multisensor1,ItalianCity,"0,7",821,-200,"2,7",632,67,1295,65,1302,469,"24,4","29,6","0,8921"
2275,2004-06-13 13:00:00,multisensor1,ItalianCity,"0,6",793,-200,"1,9",579,47,1380,52,1303,427,"23,4","34,9","0,9910"
2276,2004-06-13 14:00:00,multisensor1,ItalianCity,"0,5",794,-200,"1,8",567,35,1426,40,1306,406,"23,5","35,2","1,0019"
2277,2004-06-13 15:00:00,multisensor1,ItalianCity,"0,6",821,-200,"2,4",614,45,1309,49,1350,430,"22,4","39,0","1,0400"
2278,2004-06-13 16:00:00,multisensor1,ItalianCity,"0,8",849,-200,"2,6",628,53,1274,56,1379,453,"22,0","41,7","1,0865"
2279,2004-06-13 17:00:00,multisensor1,ItalianCity,"0,8",852,-200,"3,0",651,57,1246,59,1387,470,"21,7","42,7","1,0949"
2280,2004-06-13 18:00:00,multisensor1,ItalianCity,1,847,-200,"2,9",645,71,1245,68,1364,480,"20,7","43,4","1,0470"
2281,2004-06-13 19:00:00,multisensor1,ItalianCity,1,849,-200,"3,5",682,67,1215,72,1378,472,"20,3","42,6","1,0045"
2282,2004-06-13 20:00:00,multisensor1,ItalianCity,1,865,-200,"3,6",687,75,1191,78,1388,521,"20,3","44,1","1,0392"
2283,2004-06-13 21:00:00,multisensor1,ItalianCity,"0,9",848,-200,"3,6",689,65,1180,71,1403,520,"20,1","45,2","1,0538"
2284,2004-06-13 22:00:00,multisensor1,ItalianCity,"0,7",807,-200,"2,3",606,45,1340,54,1337,440,"19,8","45,7","1,0424"
2285,2004-06-13 23:00:00,multisensor1,ItalianCity,"0,8",814,-200,"2,6",627,46,1305,57,1351,446,"19,6","45,3","1,0244"
2286,2004-06-14 00:00:00,multisensor1,ItalianCity,"0,7",785,-200,"2,0",582,33,1377,45,1311,417,"19,4","45,9","1,0242"
2287,2004-06-14 01:00:00,multisensor1,ItalianCity,"0,5",748,-200,"1,2",515,19,1580,30,1261,381,"19,7","44,8","1,0172"
2288,2004-06-14 02:00:00,multisensor1,ItalianCity,"0,3",716,-200,"0,7",461,9,1795,16,1235,350,"19,5","46,3","1,0363"
2289,2004-06-14 03:00:00,multisensor1,ItalianCity,"0,3",708,-200,"0,5",437,-200,1941,-200,1227,334,"19,0","49,0","1,0630"
2290,2004-06-14 04:00:00,multisensor1,ItalianCity,-200,724,-200,"0,5",448,12,1917,18,1256,346,"19,1","50,7","1,1090"
2291,2004-06-14 05:00:00,multisensor1,ItalianCity,"0,3",748,-200,"0,8",477,21,1703,28,1301,380,"19,1","52,7","1,1545"
2292,2004-06-14 06:00:00,multisensor1,ItalianCity,"0,7",888,-200,"3,5",683,66,1196,62,1483,563,"20,3","49,3","1,1596"
2293,2004-06-14 07:00:00,multisensor1,ItalianCity,"1,5",973,-200,"7,0",858,137,941,92,1584,779,"21,1","46,2","1,1389"
2294,2004-06-14 08:00:00,multisensor1,ItalianCity,"1,8",993,-200,"8,7",927,151,886,96,1665,842,"21,5","44,5","1,1290"
2295,2004-06-14 09:00:00,multisensor1,ItalianCity,"1,4",929,-200,"6,3",825,115,992,87,1561,692,"22,4","43,6","1,1637"
2296,2004-06-14 10:00:00,multisensor1,ItalianCity,"1,5",962,-200,"7,0",858,118,941,84,1613,779,"24,8","39,1","1,2039"
2297,2004-06-14 11:00:00,multisensor1,ItalianCity,"1,2",906,-200,"5,5",786,95,1026,73,1538,633,"23,9","42,1","1,2335"
2298,2004-06-14 12:00:00,multisensor1,ItalianCity,"1,2",915,-200,"5,3",776,86,1029,72,1544,616,"25,5","38,3","1,2328"
2299,2004-06-14 13:00:00,multisensor1,ItalianCity,"1,3",928,-200,"5,5",787,85,1012,68,1585,606,"25,4","39,2","1,2534"
2300,2004-06-14 14:00:00,multisensor1,ItalianCity,1,855,-200,"3,8",698,66,1134,62,1449,526,"25,6","37,0","1,2006"
2301,2004-06-14 15:00:00,multisensor1,ItalianCity,"1,4",920,-200,"5,4",783,74,1046,70,1550,588,"24,5","38,4","1,1669"
2302,2004-06-14 16:00:00,multisensor1,ItalianCity,"1,6",917,-200,"6,7",842,108,985,83,1563,674,"23,9","39,9","1,1639"
2303,2004-06-14 17:00:00,multisensor1,ItalianCity,"2,7",1072,-200,"12,2",1057,150,812,92,1820,885,"24,2","39,2","1,1665"
2304,2004-06-14 18:00:00,multisensor1,ItalianCity,"2,3",1000,-200,"10,2",985,157,846,103,1726,879,"23,5","41,2","1,1759"
2305,2004-06-14 19:00:00,multisensor1,ItalianCity,"1,5",914,-200,"6,7",845,93,972,82,1583,703,"22,3","44,9","1,1973"
2306,2004-06-14 20:00:00,multisensor1,ItalianCity,"1,4",888,-200,"5,7",799,76,1023,74,1531,637,"21,7","46,5","1,1917"
2307,2004-06-14 21:00:00,multisensor1,ItalianCity,1,851,-200,"4,1",718,57,1134,67,1471,561,"22,0","44,9","1,1699"
2308,2004-06-14 22:00:00,multisensor1,ItalianCity,"1,1",870,-200,"4,7",749,64,1096,74,1487,612,"22,2","44,1","1,1654"
2309,2004-06-14 23:00:00,multisensor1,ItalianCity,"1,2",883,-200,"5,2",773,59,1062,72,1514,621,"21,8","45,6","1,1763"
2310,2004-06-15 00:00:00,multisensor1,ItalianCity,"1,2",886,-200,"5,1",767,68,1055,79,1532,702,"21,6","46,0","1,1742"
2311,2004-06-15 01:00:00,multisensor1,ItalianCity,"0,7",792,-200,"2,8",637,31,1249,43,1400,559,"21,6","45,8","1,1715"
2312,2004-06-15 02:00:00,multisensor1,ItalianCity,"0,5",754,-200,"1,4",535,21,1490,33,1335,435,"20,7","48,3","1,1680"
2313,2004-06-15 03:00:00,multisensor1,ItalianCity,"0,4",732,-200,"1,0",503,-200,1525,-200,1321,441,"21,0","47,1","1,1546"
2314,2004-06-15 04:00:00,multisensor1,ItalianCity,"0,4",770,-200,"2,0",586,24,1326,38,1392,527,"20,8","48,5","1,1800"
2315,2004-06-15 05:00:00,multisensor1,ItalianCity,"0,5",797,-200,"3,0",654,38,1097,51,1450,720,"20,8","49,4","1,1994"
2316,2004-06-15 06:00:00,multisensor1,ItalianCity,1,915,-200,"7,5",877,92,897,69,1651,937,"19,9","51,8","1,1911"
2317,2004-06-15 07:00:00,multisensor1,ItalianCity,"4,4",1287,-200,"24,7",1423,311,610,116,2319,1482,"20,9","49,3","1,2049"
2318,2004-06-15 08:00:00,multisensor1,ItalianCity,4,1195,-200,"24,8",1424,260,609,119,2244,1489,"23,7","39,9","1,1508"
2319,2004-06-15 09:00:00,multisensor1,ItalianCity,"2,4",1003,-200,"10,9",1009,181,823,96,1710,1015,"25,3","35,8","1,1421"
2320,2004-06-15 10:00:00,multisensor1,ItalianCity,"2,1",1037,-200,"11,9",1046,177,838,109,1763,1004,"28,8","29,1","1,1349"
2321,2004-06-15 11:00:00,multisensor1,ItalianCity,"2,7",1114,-200,"16,0",1181,180,747,115,1928,1129,"30,3","26,9","1,1399"
2322,2004-06-15 12:00:00,multisensor1,ItalianCity,"2,8",1085,-200,"15,7",1171,174,767,118,1863,1068,"32,8","23,3","1,1380"
2323,2004-06-15 13:00:00,multisensor1,ItalianCity,"2,3",1024,-200,"13,1",1087,140,824,118,1745,924,"33,9","21,4","1,1135"
2324,2004-06-15 14:00:00,multisensor1,ItalianCity,2,1017,-200,"12,2",1057,122,859,112,1698,861,"35,3","19,6","1,1036"
2325,2004-06-15 15:00:00,multisensor1,ItalianCity,"2,6",1053,-200,"15,8",1173,189,785,140,1808,981,"34,0","20,8","1,0898"
2326,2004-06-15 16:00:00,multisensor1,ItalianCity,"2,7",1065,-200,"16,6",1198,169,766,137,1852,1043,"35,3","18,8","1,0572"
2327,2004-06-15 17:00:00,multisensor1,ItalianCity,"3,1",1136,-200,"18,4",1250,172,722,143,1940,1124,"32,6","24,1","1,1688"
2328,2004-06-15 18:00:00,multisensor1,ItalianCity,"3,1",1100,-200,"16,7",1202,154,732,148,1856,1004,"30,8","28,7","1,2507"
2329,2004-06-15 19:00:00,multisensor1,ItalianCity,"3,6",1143,-200,"20,8",1319,192,673,158,2001,1190,"28,7","31,2","1,2099"
2330,2004-06-15 20:00:00,multisensor1,ItalianCity,"2,9",1083,-200,"15,3",1157,160,742,127,1884,1072,"26,8","35,1","1,2201"
2331,2004-06-15 21:00:00,multisensor1,ItalianCity,"2,2",1009,-200,"11,5",1034,110,806,109,1763,925,"25,3","39,4","1,2524"
2332,2004-06-15 22:00:00,multisensor1,ItalianCity,2,969,-200,"10,1",983,97,853,101,1680,862,"23,9","40,9","1,1966"
2333,2004-06-15 23:00:00,multisensor1,ItalianCity,"2,1",1029,-200,"10,4",993,124,816,114,1728,969,"23,0","44,4","1,2354"
2334,2004-06-16 00:00:00,multisensor1,ItalianCity,"1,9",1064,-200,"9,4",956,108,812,104,1770,932,"22,2","53,9","1,4237"
2335,2004-06-16 01:00:00,multisensor1,ItalianCity,"1,4",986,-200,"6,9",853,61,865,81,1645,794,"20,9","59,8","1,4659"
2336,2004-06-16 02:00:00,multisensor1,ItalianCity,"0,8",872,-200,"4,0",709,34,1034,51,1522,599,"21,3","58,1","1,4570"
2337,2004-06-16 03:00:00,multisensor1,ItalianCity,"0,6",840,-200,"3,0",654,-200,1124,-200,1489,614,"20,8","58,4","1,4189"
2338,2004-06-16 04:00:00,multisensor1,ItalianCity,"0,6",812,-200,"2,6",626,24,1134,40,1471,625,"20,3","58,9","1,3878"
2339,2004-06-16 05:00:00,multisensor1,ItalianCity,"0,5",810,-200,"2,4",612,27,1163,34,1462,595,"21,3","54,5","1,3682"
2340,2004-06-16 06:00:00,multisensor1,ItalianCity,1,936,-200,"6,8",849,70,882,61,1640,886,"20,6","57,4","1,3753"
2341,2004-06-16 07:00:00,multisensor1,ItalianCity,"2,7",1244,-200,"18,9",1265,176,640,95,2084,1257,"21,3","56,9","1,4226"
2342,2004-06-16 08:00:00,multisensor1,ItalianCity,5,1440,-200,"30,2",1556,310,517,142,2530,1561,"22,9","52,4","1,4442"
2343,2004-06-16 09:00:00,multisensor1,ItalianCity,"3,3",1180,-200,"14,9",1145,221,713,128,1929,1191,"24,1","46,5","1,3802"
2344,2004-06-16 10:00:00,multisensor1,ItalianCity,"2,4",1126,-200,"12,2",1058,168,765,115,1879,1061,"27,1","38,8","1,3705"
2345,2004-06-16 11:00:00,multisensor1,ItalianCity,"1,7",1005,-200,"8,3",910,109,881,84,1670,751,"28,4","34,4","1,3140"
2346,2004-06-16 12:00:00,multisensor1,ItalianCity,"1,7",1032,-200,"9,0",940,102,862,85,1703,733,"30,1","30,9","1,2958"
2347,2004-06-16 13:00:00,multisensor1,ItalianCity,"2,4",1087,-200,"13,7",1106,129,755,110,1839,906,"32,7","25,8","1,2547"
2348,2004-06-16 14:00:00,multisensor1,ItalianCity,"2,2",1090,-200,"14,1",1119,117,756,107,1811,902,"32,4","25,7","1,2271"
2349,2004-06-16 15:00:00,multisensor1,ItalianCity,"2,2",1072,-200,"12,0",1050,112,802,107,1748,836,"33,6","24,4","1,2472"
2350,2004-06-16 16:00:00,multisensor1,ItalianCity,"2,3",1101,-200,"12,2",1057,122,797,113,1772,863,"33,0","26,0","1,2877"
2351,2004-06-16 17:00:00,multisensor1,ItalianCity,"2,6",1111,-200,"13,1",1086,114,787,107,1802,824,"33,2","23,7","1,1855"
2352,2004-06-16 18:00:00,multisensor1,ItalianCity,"2,3",1048,-200,"12,6",1070,111,807,106,1737,842,"31,3","25,4","1,1415"
2353,2004-06-16 19:00:00,multisensor1,ItalianCity,"3,3",1197,-200,"18,3",1249,158,698,125,1986,1132,"28,3","31,7","1,1968"
2354,2004-06-16 20:00:00,multisensor1,ItalianCity,"3,5",1173,-200,"17,2",1217,202,695,139,1930,1175,"26,5","35,0","1,1981"
2355,2004-06-16 21:00:00,multisensor1,ItalianCity,"2,5",1075,-200,"12,9",1079,166,764,117,1798,1111,"24,4","40,0","1,2079"
2356,2004-06-16 22:00:00,multisensor1,ItalianCity,"2,5",1067,-200,"13,7",1106,143,745,107,1840,1125,"23,3","43,4","1,2251"
2357,2004-06-16 23:00:00,multisensor1,ItalianCity,"2,4",1060,-200,"13,4",1099,122,742,98,1838,1077,"22,5","45,3","1,2226"
2358,2004-06-17 00:00:00,multisensor1,ItalianCity,"2,5",1081,-200,"13,5",1099,113,749,97,1854,1087,"21,8","47,8","1,2325"
2359,2004-06-17 01:00:00,multisensor1,ItalianCity,"2,1",1017,-200,"9,9",975,109,822,95,1722,1014,"20,9","51,0","1,2446"
2360,2004-06-17 02:00:00,multisensor1,ItalianCity,1,836,-200,"4,4",734,53,1035,68,1501,801,"20,8","51,7","1,2572"
2361,2004-06-17 03:00:00,multisensor1,ItalianCity,"0,8",831,-200,"4,3",727,-200,1038,-200,1522,802,"19,3","57,1","1,2661"
2362,2004-06-17 04:00:00,multisensor1,ItalianCity,-200,804,-200,"3,3",668,32,1102,51,1479,753,"18,8","58,6","1,2581"
2363,2004-06-17 05:00:00,multisensor1,ItalianCity,"0,5",798,-200,"3,4",677,35,1092,44,1473,696,"20,2","53,8","1,2569"
2364,2004-06-17 06:00:00,multisensor1,ItalianCity,"1,3",966,-200,"9,3",951,123,812,77,1735,996,"18,3","60,8","1,2635"
2365,2004-06-17 07:00:00,multisensor1,ItalianCity,"3,6",1277,-200,"23,4",1388,254,611,100,2241,1513,"20,2","54,5","1,2777"
2366,2004-06-17 08:00:00,multisensor1,ItalianCity,"4,8",1335,-200,"27,7",1496,300,562,125,2385,1598,"21,9","49,9","1,2957"
2367,2004-06-17 09:00:00,multisensor1,ItalianCity,"3,7",1297,-200,"22,1",1353,281,588,154,2128,1690,"25,2","43,0","1,3548"
2368,2004-06-17 10:00:00,multisensor1,ItalianCity,"1,9",1041,-200,"10,0",979,169,837,125,1705,1053,"28,0","36,6","1,3603"
2369,2004-06-17 11:00:00,multisensor1,ItalianCity,"1,7",1027,-200,"8,9",936,152,867,117,1696,931,"27,1","38,3","1,3548"
2370,2004-06-17 12:00:00,multisensor1,ItalianCity,"1,9",1037,-200,"9,8",969,127,841,105,1728,865,"27,4","37,0","1,3319"
2371,2004-06-17 13:00:00,multisensor1,ItalianCity,"1,8",1014,-200,"9,4",954,118,865,103,1697,818,"29,4","32,9","1,3244"
2372,2004-06-17 14:00:00,multisensor1,ItalianCity,"1,7",1007,-200,"9,8",971,120,866,106,1682,802,"31,3","28,7","1,2885"
2373,2004-06-17 15:00:00,multisensor1,ItalianCity,"1,8",998,-200,"9,5",958,125,881,107,1657,778,"31,5","28,7","1,3058"
2374,2004-06-17 16:00:00,multisensor1,ItalianCity,"1,7",1014,-200,"9,5",958,117,878,102,1684,767,"30,9","30,3","1,3306"
2375,2004-06-17 17:00:00,multisensor1,ItalianCity,"2,8",1157,-200,"15,4",1160,166,738,124,1936,1000,"31,4","30,3","1,3689"
2376,2004-06-17 18:00:00,multisensor1,ItalianCity,"3,6",1225,-200,"19,4",1281,180,683,133,2082,1143,"30,7","31,4","1,3686"
2377,2004-06-17 19:00:00,multisensor1,ItalianCity,"3,3",1131,-200,"16,5",1194,172,726,125,1907,1009,"29,0","33,4","1,3169"
2378,2004-06-17 20:00:00,multisensor1,ItalianCity,"2,9",1111,-200,"14,3",1126,160,754,124,1883,1076,"27,3","37,5","1,3420"
2379,2004-06-17 21:00:00,multisensor1,ItalianCity,"1,7",976,-200,"8,2",909,103,878,97,1675,830,"25,8","40,9","1,3389"
2380,2004-06-17 22:00:00,multisensor1,ItalianCity,"1,7",1016,-200,"8,7",929,87,868,94,1724,853,"25,2","43,0","1,3580"
2381,2004-06-17 23:00:00,multisensor1,ItalianCity,"2,8",1177,-200,"15,2",1156,147,684,120,1983,1310,"24,6","45,8","1,3940"
2382,2004-06-18 00:00:00,multisensor1,ItalianCity,"1,8",1013,-200,"10,6",999,120,791,105,1751,1119,"24,0","47,3","1,3914"
2383,2004-06-18 01:00:00,multisensor1,ItalianCity,1,886,-200,"6,0",813,63,936,81,1592,918,"23,5","48,3","1,3777"
2384,2004-06-18 02:00:00,multisensor1,ItalianCity,"0,5",791,-200,"3,1",658,30,1140,43,1467,609,"24,0","45,8","1,3467"
2385,2004-06-18 03:00:00,multisensor1,ItalianCity,"0,4",762,-200,"2,5",618,-200,1214,-200,1431,516,"22,2","50,7","1,3405"
2386,2004-06-18 04:00:00,multisensor1,ItalianCity,"0,3",740,-200,"1,8",568,19,1259,32,1404,510,"22,8","48,1","1,3184"
2387,2004-06-18 05:00:00,multisensor1,ItalianCity,"0,4",775,-200,"2,6",628,27,1178,36,1437,554,"21,9","50,1","1,3002"
2388,2004-06-18 06:00:00,multisensor1,ItalianCity,"0,8",872,-200,"6,5",833,65,947,59,1598,760,"20,4","54,1","1,2800"
2389,2004-06-18 07:00:00,multisensor1,ItalianCity,"2,2",1123,-200,"14,5",1134,169,711,92,1922,1170,"20,8","52,6","1,2758"
2390,2004-06-18 08:00:00,multisensor1,ItalianCity,"4,4",1306,-200,"28,8",1522,244,535,121,2450,1545,"22,8","47,9","1,3156"
2391,2004-06-18 09:00:00,multisensor1,ItalianCity,"3,7",1237,-200,"21,3",1332,274,605,151,2157,1508,"25,2","42,9","1,3552"
2392,2004-06-18 10:00:00,multisensor1,ItalianCity,"2,5",1143,-200,"14,9",1146,202,701,142,1917,1292,"29,3","34,8","1,3970"
2393,2004-06-18 11:00:00,multisensor1,ItalianCity,"2,5",1170,-200,"15,6",1168,186,703,141,1949,1287,"33,3","27,8","1,4013"
2394,2004-06-18 12:00:00,multisensor1,ItalianCity,"2,3",1116,-200,"14,3",1128,153,739,129,1856,1042,"34,9","24,9","1,3630"
2395,2004-06-18 13:00:00,multisensor1,ItalianCity,2,1054,-200,"12,6",1069,112,785,106,1766,817,"36,1","22,7","1,3324"
2396,2004-06-18 14:00:00,multisensor1,ItalianCity,2,1083,-200,"13,4",1097,117,765,125,1810,847,"37,6","21,1","1,3478"
2397,2004-06-18 15:00:00,multisensor1,ItalianCity,"2,1",1078,-200,"12,6",1069,109,782,126,1780,806,"37,3","21,9","1,3761"
2398,2004-06-18 16:00:00,multisensor1,ItalianCity,"2,4",1104,-200,"14,8",1143,133,747,147,1840,896,"37,2","21,6","1,3514"
2399,2004-06-18 17:00:00,multisensor1,ItalianCity,"3,1",1170,-200,"18,6",1257,185,693,180,1956,1069,"35,6","23,4","1,3410"
2400,2004-06-18 18:00:00,multisensor1,ItalianCity,"2,9",1091,-200,"16,7",1201,167,738,164,1834,945,"33,1","24,3","1,2087"
2401,2004-06-18 19:00:00,multisensor1,ItalianCity,"3,5",1216,-200,"20,8",1318,218,673,180,2043,1168,"30,5","29,5","1,2635"
2402,2004-06-18 20:00:00,multisensor1,ItalianCity,"2,9",1125,-200,"16,0",1179,171,719,153,1921,1065,"28,7","35,8","1,3834"
2403,2004-06-18 21:00:00,multisensor1,ItalianCity,"1,5",971,-200,"7,6",881,78,916,105,1635,672,"26,6","42,2","1,4452"
2404,2004-06-18 22:00:00,multisensor1,ItalianCity,"1,7",1062,-200,"10,2",984,84,816,98,1796,842,"25,2","46,6","1,4733"
2405,2004-06-18 23:00:00,multisensor1,ItalianCity,"2,2",1140,-200,"13,8",1109,110,714,107,1892,1123,"24,7","47,7","1,4649"
2406,2004-06-19 00:00:00,multisensor1,ItalianCity,"1,6",1038,-200,"10,4",992,87,802,87,1731,1007,"24,4","47,4","1,4301"
2407,2004-06-19 01:00:00,multisensor1,ItalianCity,1,935,-200,"6,5",836,58,909,80,1604,855,"23,3","49,9","1,4135"
2408,2004-06-19 02:00:00,multisensor1,ItalianCity,"0,6",861,-200,"4,3",729,39,1043,62,1528,689,"23,8","47,3","1,3783"
2409,2004-06-19 03:00:00,multisensor1,ItalianCity,"0,6",839,-200,"3,4",678,-200,1062,-200,1478,622,"22,9","50,2","1,3808"
2410,2004-06-19 04:00:00,multisensor1,ItalianCity,"0,6",850,-200,"3,9",703,38,1021,54,1511,658,"21,2","55,0","1,3689"
2411,2004-06-19 05:00:00,multisensor1,ItalianCity,"0,5",817,-200,"3,0",651,41,1109,56,1472,628,"21,7","52,6","1,3500"
2412,2004-06-19 06:00:00,multisensor1,ItalianCity,"0,5",825,-200,"3,2",667,47,1079,62,1475,659,"22,8","48,9","1,3424"
2413,2004-06-19 07:00:00,multisensor1,ItalianCity,"0,9",921,-200,"5,6",792,72,943,72,1595,799,"23,5","47,6","1,3611"
2414,2004-06-19 08:00:00,multisensor1,ItalianCity,"1,4",1031,-200,"9,1",945,100,806,86,1697,964,"24,6","44,9","1,3661"
2415,2004-06-19 09:00:00,multisensor1,ItalianCity,"1,6",1092,-200,"9,7",967,104,801,99,1774,910,"27,0","39,9","1,4020"
2416,2004-06-19 10:00:00,multisensor1,ItalianCity,"1,6",1095,-200,"8,6",923,109,843,98,1736,999,"29,3","35,9","1,4411"
2417,2004-06-19 11:00:00,multisensor1,ItalianCity,"1,7",1097,-200,"9,6",964,103,822,102,1743,853,"31,2","32,4","1,4517"
2418,2004-06-19 12:00:00,multisensor1,ItalianCity,"1,7",1101,-200,"9,8",972,75,819,84,1714,752,"34,4","26,6","1,4230"
2419,2004-06-19 13:00:00,multisensor1,ItalianCity,"1,5",1060,-200,"10,3",991,72,833,83,1718,778,"36,1","22,1","1,3004"
2420,2004-06-19 14:00:00,multisensor1,ItalianCity,"1,2",-200,-200,"-200,0",-200,56,-200,68,-200,-200,-200,-200,-200
2421,2004-06-19 15:00:00,multisensor1,ItalianCity,"1,2",-200,-200,"-200,0",-200,51,-200,63,-200,-200,-200,-200,-200
2422,2004-06-19 16:00:00,multisensor1,ItalianCity,"1,1",-200,-200,"-200,0",-200,52,-200,65,-200,-200,-200,-200,-200
2423,2004-06-19 17:00:00,multisensor1,ItalianCity,1,-200,-200,"-200,0",-200,46,-200,63,-200,-200,-200,-200,-200
2424,2004-06-19 18:00:00,multisensor1,ItalianCity,"1,1",-200,-200,"-200,0",-200,44,-200,56,-200,-200,-200,-200,-200
2425,2004-06-19 19:00:00,multisensor1,ItalianCity,"1,6",-200,-200,"-200,0",-200,72,-200,77,-200,-200,-200,-200,-200
2426,2004-06-19 20:00:00,multisensor1,ItalianCity,"1,7",-200,-200,"-200,0",-200,88,-200,91,-200,-200,-200,-200,-200
2427,2004-06-19 21:00:00,multisensor1,ItalianCity,"1,4",-200,-200,"-200,0",-200,56,-200,70,-200,-200,-200,-200,-200
2428,2004-06-19 22:00:00,multisensor1,ItalianCity,"1,7",-200,-200,"-200,0",-200,82,-200,95,-200,-200,-200,-200,-200
2429,2004-06-19 23:00:00,multisensor1,ItalianCity,"2,4",-200,-200,"-200,0",-200,125,-200,113,-200,-200,-200,-200,-200
2430,2004-06-20 00:00:00,multisensor1,ItalianCity,"2,3",-200,-200,"-200,0",-200,144,-200,109,-200,-200,-200,-200,-200
2431,2004-06-20 01:00:00,multisensor1,ItalianCity,"1,2",-200,-200,"-200,0",-200,54,-200,65,-200,-200,-200,-200,-200
2432,2004-06-20 02:00:00,multisensor1,ItalianCity,1,-200,-200,"-200,0",-200,48,-200,60,-200,-200,-200,-200,-200
2433,2004-06-20 03:00:00,multisensor1,ItalianCity,"1,4",-200,-200,"-200,0",-200,-200,-200,-200,-200,-200,-200,-200,-200
2434,2004-06-20 04:00:00,multisensor1,ItalianCity,-200,-200,-200,"-200,0",-200,41,-200,62,-200,-200,-200,-200,-200
2435,2004-06-20 05:00:00,multisensor1,ItalianCity,1,-200,-200,"-200,0",-200,40,-200,60,-200,-200,-200,-200,-200
2436,2004-06-20 06:00:00,multisensor1,ItalianCity,"0,9",-200,-200,"-200,0",-200,48,-200,65,-200,-200,-200,-200,-200
2437,2004-06-20 07:00:00,multisensor1,ItalianCity,"0,8",-200,-200,"-200,0",-200,44,-200,55,-200,-200,-200,-200,-200
2438,2004-06-20 08:00:00,multisensor1,ItalianCity,1,-200,-200,"-200,0",-200,59,-200,66,-200,-200,-200,-200,-200
2439,2004-06-20 09:00:00,multisensor1,ItalianCity,"1,2",-200,-200,"-200,0",-200,59,-200,67,-200,-200,-200,-200,-200
2440,2004-06-20 10:00:00,multisensor1,ItalianCity,"1,2",-200,-200,"-200,0",-200,53,-200,64,-200,-200,-200,-200,-200
2441,2004-06-20 11:00:00,multisensor1,ItalianCity,1,-200,-200,"-200,0",-200,42,-200,59,-200,-200,-200,-200,-200
2442,2004-06-20 12:00:00,multisensor1,ItalianCity,1,-200,-200,"-200,0",-200,43,-200,59,-200,-200,-200,-200,-200
2443,2004-06-20 13:00:00,multisensor1,ItalianCity,"0,6",-200,-200,"-200,0",-200,23,-200,36,-200,-200,-200,-200,-200
2444,2004-06-20 14:00:00,multisensor1,ItalianCity,"0,7",-200,-200,"-200,0",-200,22,-200,35,-200,-200,-200,-200,-200
2445,2004-06-20 15:00:00,multisensor1,ItalianCity,"0,8",-200,-200,"-200,0",-200,37,-200,54,-200,-200,-200,-200,-200
2446,2004-06-20 16:00:00,multisensor1,ItalianCity,"1,1",-200,-200,"-200,0",-200,53,-200,71,-200,-200,-200,-200,-200
2447,2004-06-20 17:00:00,multisensor1,ItalianCity,"1,4",-200,-200,"-200,0",-200,68,-200,86,-200,-200,-200,-200,-200
2448,2004-06-20 18:00:00,multisensor1,ItalianCity,"2,8",-200,-200,"-200,0",-200,125,-200,114,-200,-200,-200,-200,-200
2449,2004-06-20 19:00:00,multisensor1,ItalianCity,"2,5",-200,-200,"-200,0",-200,96,-200,105,-200,-200,-200,-200,-200
2450,2004-06-20 20:00:00,multisensor1,ItalianCity,"1,6",-200,-200,"-200,0",-200,75,-200,87,-200,-200,-200,-200,-200
2451,2004-06-20 21:00:00,multisensor1,ItalianCity,"1,4",-200,-200,"-200,0",-200,74,-200,85,-200,-200,-200,-200,-200
2452,2004-06-20 22:00:00,multisensor1,ItalianCity,"2,3",-200,-200,"-200,0",-200,92,-200,91,-200,-200,-200,-200,-200
2453,2004-06-20 23:00:00,multisensor1,ItalianCity,"4,2",-200,-200,"-200,0",-200,136,-200,108,-200,-200,-200,-200,-200
